entry|filename|title|author|year|path|count
2172|12540-8.txt|George Washington|William Roscoe Thayer|1883|_theData|6
2179|12555.txt|The Tragedy of The Korosko|Arthur Conan Doyle|1898|_theData|1
2182|12558-8.txt|Snarleyyow|Captain Frederick Marryat|1837|_theData|3
2195|12577-8.txt|Strange True Stories of Louisiana|George Washington Cable|1889|_theData|2
2204|12587-8.txt|The Man Who Laughs|Victor Hugo|1888|_theData|2
2218|12605-8.txt|Parish Papers|Norman Macleod|1863|_theData|2
2219|12606-8.txt|The Great Speeches and Orations of Daniel Webster|Daniel Webster|1879|_theData|2
2232|12621.txt|The Book of Dreams and Ghosts|Andrew Lang|1897|_theData|1
2236|12626-8.txt|The Earlier Work of Titian|Claude Phillips|1897|_theData|2
2241|12631.txt|The Seven Little Sisters Who Live on the Round Ball|Jane Andrews|1887|_theData|1
2242|12632-8.txt|Yesterdays with Authors|James T Fields|1872|_theData|2
2245|12638-8.txt|Public Lands and Agrarian Laws of the Roman Republic|Andrew Stephenson|1891|_theData|2
2247|1264-0.txt|The Wheels of Chance|H G Wells|1896|_theData|2
2249|12641-8.txt|The Queen of the Air|John Ruskin|1883|_theData|2
2268|12662-8.txt|Four Girls at Chautauqua|Pansy|1876|_theData|2
2270|12664-8.txt|Lyrics of Earth|Archibald Lampman|1895|_theData|2
2280|12674.txt|Cock Lane and Common-Sense|Andrew Lang|1894|_theData|1
2286|12680-8.txt|Children of the Ghetto|I Zangwill|1892|_theData|2
2309|12725-8.txt|The Vale of Cedars|Grace Aguilar|1851|_theData|2
2315|12732-8.txt|Short-Stories|Various|1848|_theData|4
2333|1275-0.txt|Alexandria and her Schools|Charles Kingsley|1854|_theData|1
2334|12750-8.txt|The Stolen Bacillus and Other Incidents|H G Herbert George Wells|1895|_theData|2
2341|12762-8.txt|The Story of a Piece of Coal|Edward A Martin|1896|_theData|2
2344|12765-8.txt|Geordie's Tryst|Mrs Milne Rae|1874|_theData|2
2346|12767-8.txt|The Beginnings of New England|John Fiske|1889|_theData|2
2369|12790.txt|The True Woman|Justin D Fulton|1869|_theData|1
2376|128.txt|The Arabian Nights Entertainments|Andrew Lang|1898|_theData|3
2380|12803.txt|Headlong Hall|Thomas Love Peacock|1822|_theData|1
2384|12808.txt|Frank on a Gun-Boat|Harry Castlemon|1869|_theData|1
2391|12816-8.txt|The Devil's Pool|George Sand|1894|_theData|5
2406|12833-8.txt|What Dreams May Come|Gertrude Franklin Horn Atherton|1888|_theData|2
2407|12834-8.txt|Social Pictorial Satire|George du Maurier|1898|_theData|2
2408|12835.txt|'Lena Rivers|Mary J Holmes|1870|_theData|1
2415|12846.txt|The First White Man of the West|Timothy Flint|1847|_theData|1
2416|12847.txt|Havelok The Dane|Charles Whistler|1899|_theData|1
2423|12854.txt|The Master's Indwelling|Andrew Murray|1896|_theData|1
2429|1286-0.txt|Tales From Shakespeare|Charles Lamb|1885|_theData|4
2432|12863-8.txt|Campaign of the Indus|TWE Holdsworth|1840|_theData|2
2433|12864-8.txt|A Collection of College Words and Customs|Benjamin Homer Hall|1851|_theData|2
2435|12867-8.txt|The Banquet (Il Convito)|Dante Alighieri|1889|_theData|2
2442|12876-8.txt|A Young Girl's Wooing|E P Roe|1884|_theData|2
2458|12892-8.txt|Simon Magus|George Robert Stow Mead|1892|_theData|2
2468|12900.txt|Poor Relations|Honore de Balzac|1880|_theData|3
2469|12901-8.txt|The Moon-Voyage|Jules Verne|1877|_theData|2
2482|12915-8.txt|The White Devil|John Webster|1857|_theData|2
2489|12922-8.txt|Burke|John Morley|1867|_theData|2
2495|12929-8.txt|A Voyage to Terra Australis|Matthew Flinders|1814|_theData|2
2496|1293-0.txt|Sesame and Lilies|John Ruskin|1871|_theData|1
2507|1294-0.txt|The Firm of Nucingen|Honore de Balzac|1899|_theData|3
2522|12953-8.txt|Sketches of Western North Carolina, Historical and Biographical|C L Hunter|1877|_theData|2
2523|12954-8.txt|The Phantom Ship|Captain Frederick Marryat|1839|_theData|3
2528|12959-8.txt|Newton Forster|Frederick Marryat|1832|_theData|3
2529|1296.txt|The Provost|John Galt|1822|_theData|1
2545|12976-8.txt|Early Israel and the Surrounding Nations|Archibald Sayce|1899|_theData|2
2550|12981.txt|The Thirsty Sword|Robert Leighton|1892|_theData|1
2558|12990-8.txt|A Residence in France|J Fenimore Cooper|1836|_theData|2
2560|12992-8.txt|The Naval Pioneers of Australia|Louis Becke and Walter Jeffery|1899|_theData|2
2565|12998.txt|Thankful Rest|Annie S Swan|1899|_theData|1
2566|13-0.txt|The Hunting of the Snark|Lewis Carroll|1876|_theData|5
2580|13010-8.txt|Frank Mildmay|Captain Frederick Marryat|1867|_theData|3
2581|13011.txt|Far Off|Favell Lee Mortimer|1854|_theData|1
2584|13015-8.txt|Tales of Old Japan|Algernon Bertram FreemanMitford|1871|_theData|2
2588|1302.txt|Enemies of Books|William Blades|1880|_theData|2
2595|1303-0.txt|The Scapegoat|Hall Caine|1891|_theData|4
2598|13032-8.txt|The Book of Noodles|W A Clouston|1888|_theData|2
2615|13051-8.txt|Sketches of Japanese Manners and Customs|J M W Silver|1867|_theData|2
2616|13052.txt|The Mistress of the Manse|J G Holland|1875|_theData|1
2618|13054.txt|A Thane of Wessex|Charles W Whistler|1896|_theData|1
2626|13064-8.txt|Persia Revisited|Thomas Edward Gordon|1896|_theData|2
2632|1307-0.txt|The Magic Skin|Honore de Balzac|1896|_theData|3
2638|13076-8.txt|The Life of John Ruskin|W G Collingwood|1893|_theData|2
2639|13077-8.txt|Wild Western Scenes|John Beauchamp Jones|1859|_theData|2
2649|1309.txt|The Spirit of Place|Alice Meynell|1898|_theData|1
2657|1310-0.txt|Annals of the Parish|John Galt|1822|_theData|1
2660|13104-8.txt|The Abominations of Modern Society|Rev T De Witt Talmage|1873|_theData|2
2665|13109-8.txt|About Ireland|E Lynn Linton|1890|_theData|2
2672|13115-8.txt|Anahuac|Edward Burnett Tylor|1861|_theData|2
2681|13124.txt|History of Kershaw's Brigade|D Augustus Dickert|1899|_theData|1
2684|13127-8.txt|Observations on the Mussulmauns of India|Mrs Meer Hassan Ali|1832|_theData|2
2688|13131.txt|The Were-Wolf|Clemence Housman|1896|_theData|1
2701|13145-8.txt|Lippincott's Magazine of Popular Literature and Science|Various|1873|_theData|8
2708|13152.txt|The Firm of Girdlestone|Arthur Conan Doyle|1889|_theData|1
2712|13159.txt|Lost Illusions|Honore De Balzac|1896|_theData|1
2717|13163-8.txt|The Cruise of the Alabama and the Sumter|Raphael Semmes|1864|_theData|2
2742|13197-8.txt|Wear and Tear|Silas Weir Mitchell|1872|_theData|2
2746|13201-8.txt|Evelyn Innes|George Moore|1898|_theData|2
2749|13204-8.txt|Sermons to the Natural Man|William GT Shedd|1871|_theData|2
2760|13218-8.txt|Don Orsino|F Marion Crawford|1891|_theData|2
2761|1322-0.txt|Leaves of Grass|Walt Whitman|1897|_theData|2
2773|13234.txt|Ester Ried|Pansy aka Isabella M Alden|1870|_theData|1
2775|13237-8.txt|Strange Visitors|Henry J Horn|1869|_theData|2
2810|13276.txt|The Mission|Frederick Marryat|1896|_theData|1
2830|13295-8.txt|The Youth of the Great Elector|L Mühlbach|1896|_theData|4
2834|133-0.txt|The Damnation of Theron Ware|Harold Frederic|1896|_theData|2
2840|13305.txt|Alfgar the Dane or the Second Chronicle of Aescendune|A D Crake|1880|_theData|1
2843|13310-8.txt|The Complete Poetical Works of James Russell Lowell|James Lowell|1896|_theData|2
2856|13325-8.txt|Sketches of the Natural History of Ceylon|J Emerson Tennent|1861|_theData|2
2860|1333.txt|Robert F. Murray|Robert F Murray|1894|_theData|1
2869|13340-8.txt|Mr. Isaacs|F Marion Crawford|1882|_theData|2
2870|13341.txt|Hymns and Spiritual Songs|Isaac Watts|1820|_theData|1
2881|13353.txt|Four Psalms|George Adam Smith|1896|_theData|1
2885|13357-8.txt|Cactus Culture For Amateurs|W Watson|1889|_theData|2
2894|13365-8.txt|The Ethics of Drink and Other Social Questions|James Runciman|1843|_theData|2
2905|13379-8.txt|The Two Elsies|Martha  Finley|1885|_theData|2
2921|13398.txt|The Evolution of Dodd|William Hawley Smith|1885|_theData|1
2934|13410-8.txt|Some Private Views|James Payn|1881|_theData|2
2944|1342-0.txt|Pride and Prejudice|Jane Austen|1853|_theData|5
2955|13432-8.txt|Miss Bretherton|Mrs Humphry Ward|1884|_theData|2
2958|13435-8.txt|On the Choice of Books|Thomas Carlyle|1871|_theData|2
2959|13436-8.txt|Authorised Guide to the Tower of London|W J Loftie|1888|_theData|2
2972|1345-0.txt|The Vicar of Tours|Honore de Balzac|1898|_theData|3
2978|13459.txt|The Waters of Edera|Louise de la Ramée aka Ouida|1899|_theData|1
2981|13461.txt|Mistress and Maid|Dinah Craik aka Miss Mulock|1862|_theData|1
2995|13476.txt|Experiments with Alternate Currents of High Potential and High|Nikola Tesla|1892|_theData|1
3004|13486-8.txt|The Story of Sigurd the Volsung|William Morris|1877|_theData|2
3011|13494-8.txt|Fables For The Times|H W Phillips|1896|_theData|2
3018|1350-0.txt|The Country Doctor|Honore de Balzac|1893|_theData|2
3025|13506.txt|The Story of Patsy|Kate Douglas Smith Wiggin|1889|_theData|1
3026|13508-8.txt|Weird Tales from Northern Seas|Jonas Lie|1893|_theData|2
3030|13512-8.txt|Three Voyages for the Discovery of a Northwest Passage from the|Sir William Edward Parry|1840|_theData|4
3032|13514-0.txt|Tales of a Traveller|Washington Irving|1824|_theData|1
3033|13515-8.txt|Bracebridge Hall, or The Humorists|Washington Irving|1854|_theData|2
3034|13517-8.txt|In Bohemia with Du Maurier|Felix Moscheles|1896|_theData|2
3036|1352-0.txt|An Old Maid|Honore de Balzac|1899|_theData|3
3049|13534.txt|Past and Present|Thomas Carlyle|1894|_theData|3
3054|13539-8.txt|Dr. Scudder's Tales for Little Readers, About the Heathen.|Dr John Scudder|1849|_theData|2
3068|13552-8.txt|Ceylon; an Account of the Island Physical, Historical, and|James Emerson Tennent|1860|_theData|2
3074|13559.txt|The Backwoods of Canada|Catharine Parr Traill|1836|_theData|1
3075|1356.txt|The Cruise of the Cachalot|Frank T Bullen|1898|_theData|1
3077|13561-8.txt|Browning as a Philosophical and Religious Teacher|Henry Jones|1892|_theData|2
3089|13576-8.txt|The Poor Gentleman|Hendrik Conscience|1800|_theData|2
3092|1358.txt|Enoch Arden, &c.|Alfred Tennyson|1865|_theData|1
3097|13588-8.txt|The Young Gentleman and Lady's Monitor, and English Teacher's Assistant|John Hamilton Moore|1804|_theData|2
3099|13597-8.txt|A Tale of a Lonely Parish|F Marion Crawford|1886|_theData|2
3100|136.txt|A Child's Garden of Verses|Robert Louis Stevenson|1898|_theData|11
3101|1360.txt|Historical Lectures and Essays|Charles Kingsley|1880|_theData|1
3124|13626-8.txt|The Forty-Five Guardsmen|Alexandre Dumas|1878|_theData|2
3142|13646-8.txt|A Book of Nonsense|Edward Lear|1846|_theData|2
3144|13648.txt|More Nonsense|Edward Lear|1872|_theData|1
3146|1365.txt|The Complete Poetical Works of Henry Wadsworth Longfellow|Henry Wadsworth Longfellow|1880|_theData|1
3149|13652.txt|Exposition of the Apostles Creed|James Dodds|1896|_theData|1
3152|1366-0.txt|The Cloister and the Hearth|Charles Reade|1892|_theData|5
3157|13667-8.txt|Bog-Myrtle and Peat|SR Crockett|1895|_theData|2
3162|13673-8.txt|The Pacha of Many Tales|Captain Frederick Marryat|1835|_theData|3
3164|13675-8.txt|Goody Two-Shoes|Anonymous|1881|_theData|5
3165|13677.txt|Beautiful Thoughts|Henry Drummond|1892|_theData|1
3176|13695.txt|A Love Episode|Emile Zola|1895|_theData|1
3177|137-0.txt|Sara Crewe|Frances Hodgson Burnett|1888|_theData|4
3181|13707-8.txt|Twice Told Tales|Nathaniel Hawthorne|1853|_theData|3
3184|1371-0.txt|Astoria|Washington Irving|1839|_theData|2
3191|13716-0.txt|A Trip to Venus|John Munro|1897|_theData|3
3206|13730-8.txt|The Amateur Poacher|Richard Jefferies|1881|_theData|2
3215|13746-8.txt|Gold, Sport, And Coffee Planting In Mysore|Robert H Elliot|1894|_theData|2
3225|13755-8.txt|How to See the British Museum in Four Visits|W Blanchard Jerrold|1852|_theData|2
3227|13757-8.txt|Saracinesca|F Marion Crawford|1886|_theData|2
3229|13759.txt|Secret Societies|David MacDill Jonathan Blanchard and Edward Beecher|1867|_theData|1
3248|13784.txt|Mr. Dooley: In the Hearts of His Countrymen|Finley Peter Dunne|1899|_theData|1
3260|1380-0.txt|The Two Brothers|Honore de Balzac|1899|_theData|3
3267|13811-8.txt|Peter Stuyvesant, the Last Dutch Governor of New Amsterdam|John S C Abbott|1873|_theData|2
3280|13826-8.txt|A Gunner Aboard the "Yankee"|Russell Doubleday|1898|_theData|2
3285|13830-8.txt|The Wreck of the Hesperus|Henry Wadsworth Longfellow|1886|_theData|2
3291|1384.txt|The Ayrshire Legatees|John Galt|1821|_theData|1
3301|13853-0.txt|New National First Reader|Charles J Barnes et al|1883|_theData|3
3303|13858-8.txt|The Laws Of War, Affecting Commerce And Shipping|H Byerley Thomson|1854|_theData|2
3313|13876-8.txt|The Great Taboo|Grant Allen|1891|_theData|2
3315|13878-8.txt|The English Orphans|Mary Jane Holmes|1865|_theData|2
3316|13879.txt|The Death of Balder|Johannes Ewald|1892|_theData|1
3323|13885-8.txt|Echoes from the Sabine Farm|Roswell Martin Field and Eugene Field|1896|_theData|2
3328|1389-0.txt|Gobseck|Honore de Balzac|1842|_theData|3
3333|13896-8.txt|Jacques Bonneval|Anne Manning|1867|_theData|2
3343|13908.txt|Pipes O'Pan at Zekesbury|James Whitcomb Riley|1880|_theData|1
3348|13912-8.txt|Bebee|Ouida|1889|_theData|2
3352|1392.txt|The Seven Poor Travellers|Charles Dickens|1898|_theData|1
3363|13931-8.txt|Master of His Fate|J Mclaren Cobban|1890|_theData|2
3365|13933.txt|In Old Kentucky|Edward Marshall and Charles T Dazey|1893|_theData|1
3370|1394.txt|The Holly-Tree|Charles Dickens|1856|_theData|1
3375|13944-8.txt|After London|Richard Jefferies|1885|_theData|2
3377|13946-8.txt|Camp and Trail|Isabel Hornibrook|1897|_theData|4
3378|1395.txt|Letters on Literature|Andrew Lang|1892|_theData|1
3384|1396-0.txt|Rienzi|Edward Bulwer Lytton|1842|_theData|2
3395|13970.txt|Nick of the Woods|Robert M Bird|1837|_theData|1
3400|13977-8.txt|The Argonautica|Apollonius Rhodius|1889|_theData|3
3401|13978.txt|The True Legend of St. Dunstan and the Devil|Edward G Flight|1852|_theData|1
3406|13984.txt|In the Wrong Paradise|Andrew Lang|1887|_theData|1
3408|13986.txt|Speech of Mr. Cushing, of Massachusetts, on the Right of Petition,|Caleb Cushing|1836|_theData|1
3419|13997-8.txt|Real Folks|Mrs A D T Whitney|1886|_theData|2
3424|1400-0.txt|Great Expectations|Charles Dickens|1868|_theData|1
3431|14006-0.txt|An English Grammar|W M Baskervill and J W Sewell|1895|_theData|3
3437|14012-8.txt|Ice-Caves of France and Switzerland|George Forrest Browne|1865|_theData|2
3455|14034.txt|King Alfred's Viking|Charles W Whistler|1899|_theData|1
3457|14037-8.txt|The Life of Hugo Grotius|Charles Butler|1826|_theData|2
3463|14045-8.txt|At a Winter's Fire|Bernard Edward J Capes|1899|_theData|2
3466|14048-8.txt|The Nameless Castle|Maurus Jókai|1898|_theData|2
3486|1407.txt|A Message from the Sea|Charles Dickens|1899|_theData|1
3487|14070-0.txt|English Grammar in Familiar Lectures|Samuel Kirkham|1833|_theData|3
3491|14077.txt|A Frog He Would A-Wooing Go|Randolph Caldecott|1878|_theData|1
3492|14078-8.txt|The Liberation of Italy|Countess Evelyn MartinengoCesaresco|1894|_theData|2
3494|14080.txt|Custom and Myth|Andrew Lang|1893|_theData|4
3495|14081.txt|The Three Jovial Huntsmen|Randolph Caldecott|1878|_theData|1
3501|14089-8.txt|Homestead on the Hillside|Mary Jane Holmes|1869|_theData|2
3502|1409.txt|The Soul of the Far East|Percival Lowell|1888|_theData|1
3505|14092-8.txt|The World's Fair|Anonymous|1883|_theData|2
3513|141-0.txt|Mansfield Park|Jane Austen|1814|_theData|3
3515|14100.txt|Eighteen Hundred and Eleven|Anna Laetitia Barbauld|1812|_theData|1
3521|14107-8.txt|The Lost Stradivarius|John Meade Falkner|1895|_theData|2
3522|14108-8.txt|In the Catskills|John Burroughs|1894|_theData|2
3539|1413.txt|Tom Tiddler's Ground|Charles Dickens|1861|_theData|1
3547|14138.txt|Dew Drops|Various|1836|_theData|1
3549|1414.txt|Somebody's Luggage|Charles Dickens|1862|_theData|1
3557|1415.txt|Doctor Marigold|Charles Dickens|1879|_theData|1
3561|1416.txt|Mrs. Lirriper's Lodgings|Charles Dickens|1870|_theData|1
3567|1417-0.txt|Sons of the Soil|Honore de Balzac|1896|_theData|3
3585|1419.txt|Mugby Junction|Charles Dickens|1867|_theData|3
3588|14194-8.txt|France in the Nineteenth Century|Elizabeth Latimer|1893|_theData|2
3589|14195-8.txt|Haunted and the Haunters|Edward Bulwer Lytton|1856|_theData|2
3598|14202-8.txt|Little Prudy's Sister Susy|Sophie May|1892|_theData|2
3612|14222-8.txt|Poor Jack|Frederick Marryat|1840|_theData|3
3613|14224-0.txt|Samoa, A Hundred Years Ago And Long Before|George Turner|1884|_theData|3
3616|14228-8.txt|Bracebridge Hall|Washington Irving|1840|_theData|2
3618|1423.txt|No Thoroughfare|Charles Dickens and Wilkie Collins|1867|_theData|1
3623|14237.txt|The Christian Home|Samuel Philips|1860|_theData|1
3625|14239.txt|Golden Steps to Respectability, Usefulness and Happiness|John Mather Austin|1850|_theData|1
3626|1424-0.txt|Castle Rackrent|Maria Edgeworth|1801|_theData|2
3628|14241-8.txt|More English Fairy Tales|Various|1894|_theData|2
3630|14243-8.txt|Christopher Carson|John S C Abbott|1873|_theData|2
3633|14246.20041203.txt|Mercadet|Honore De Balzac|1851|_theData|3
3634|14248.txt|Homes And How To Make Them|Eugene Gardner|1874|_theData|1
3646|14262-0.txt|The Shadow of a Crime|Hall Caine|1885|_theData|4
3655|14276-8.txt|Italian Journeys|William Dean Howells|1867|_theData|2
3658|14279-8.txt|The Ancient Life History of the Earth|Henry Alleyne Nicholson|1897|_theData|2
3660|14280.txt|Holidays at Roselands|Martha Finley|1873|_theData|1
3674|143-0.txt|The Mayor of Casterbridge|Thomas Hardy|1887|_theData|1
3681|14305-8.txt|Brut|Layamon|1847|_theData|2
3682|1431-0.txt|Trooper Peter Halket of Mashonaland|Olive Schreiner|1897|_theData|2
3683|14312.txt|What All The World's A-Seeking|Ralph Waldo Trine|1896|_theData|1
3686|14315-8.txt|Old English Sports|Peter Hampson Ditchfield|1891|_theData|2
3690|1432-0.txt|Seraphita|Honore de Balzac|1889|_theData|3
3693|14322-8.txt|The Electra of Euripides|Euripides|1893|_theData|2
3700|14328-8.txt|The Consolation of Philosophy|Boethius|1897|_theData|2
3707|14339-8.txt|Music Talks with Children|Thomas Tapper|1897|_theData|2
3708|1434.txt|Essays|Alice Meynell|1898|_theData|11
3735|1437-0.txt|Juana|Honore de Balzac|1896|_theData|3
3737|14373.txt|A Noble Life|Dinah Maria Mulock Craik|1866|_theData|1
3743|14379-8.txt|Elsie at Nantucket|Martha Finley|1884|_theData|2
3746|14381-8.txt|The Roman Question|Edmond About|1859|_theData|2
3764|14405-8.txt|Patriarchal Palestine|Archibald Henry Sayce|1895|_theData|2
